Total_Invoice_Amount	Total_Invoice_Count	Year	Client	Supplier_ref
25757.440000	69.000000	2017	"oxy oil & gas"	"trico corp"
16514.000000	50.000000	2018	"oxy oil & gas"	"trico corp"
1201900.770000	23.000000	2016	"oxy"	"tricon energy"
2816284.340000	4.000000	2013	"oxy"	"tricon energy"
1819664.930000	9.000000	2015	"oxy"	"tricon energy"
1734707.480000	3.000000	2014	"oxy"	"tricon energy"
0.000000	1.000000	2015	"oxy oil & gas"	"tricon precast"
		2018	"oxy oil & gas"	"tricon precast"
		2016	"oxy oil & gas"	"tricon precast"
		2017	"oxy oil & gas"	"tricon precast"
84121.410000	13.000000	2014	"oxy"	"trihydro corp"
1158941.050000	13.000000	2015	"oxy"	"trihydro corp"
916653.710000	25.000000	2016	"oxy"	"trihydro corp"
12132.260000	5.000000	2013	"oxy"	"trihydro corp"
147928.400000	42.000000	2017	"oxy oil & gas"	"trimeric corp"
62083.460000	10.000000	2015	"oxy oil & gas"	"trimeric corp"
392192.710000	28.000000	2018	"oxy oil & gas"	"trimeric corp"
332418.640000	23.000000	2016	"oxy oil & gas"	"trimeric corp"
430989.700000	6.000000	2015	"oxy oil & gas"	"trinidad drilling lp"
45625577.170000	205.000000	2015	"oxy"	"trinidad drilling lp"
547477.330000	5.000000	2014	"oxy"	"trinidad drilling lp"
13542124.140000	250.000000	2018	"oxy oil & gas"	"trinidad drilling lp"
6965607.310000	143.000000	2017	"oxy oil & gas"	"trinidad drilling lp"
8388061.010000	11.000000	2016	"oxy"	"trinidad drilling lp"
529536.350000	6.000000	2016	"oxy oil & gas"	"trinidad drilling lp"
	0.000000	2013	"oxy"	"trinidad drilling lp"
186687.480000	31.000000	2017	"oxy oil & gas"	"trinity consultants"
337591.440000	66.000000	2016	"oxy oil & gas"	"trinity consultants"
139795.490000	27.000000	2015	"oxy oil & gas"	"trinity consultants"
116734.990000	24.000000	2018	"oxy oil & gas"	"trinity consultants"
51097.230000	354.000000	2016	"oxy oil & gas"	"trinity environmental catarina swd"
		2017	"oxy oil & gas"	"trinity environmental catarina swd"
		2018	"oxy oil & gas"	"trinity environmental catarina swd"
471897.360000	2382.000000	2015	"oxy oil & gas"	"trinity environmental catarina swd"
2175477.860000	572.000000	2015	"oxy"	"trinity environmental services lp"
2475.000000	1.000000	2014	"oxy"	"trinity environmental services lp"
194487.500000	66.000000	2016	"oxy"	"trinity environmental services lp"
0.000000	1.000000	2017	"oxy oil & gas"	"trinity environmental services lp"
7415.000000	4.000000	2013	"oxy"	"trinity environmental services lp"
		2018	"oxy oil & gas"	"trinity environmental services lp"
1809913.800000	494.000000	2015	"oxy oil & gas"	"trinity environmental services lp"
691251.560000	196.000000	2016	"oxy oil & gas"	"trinity environmental services lp"
277880.640000	42.000000	2015	"oxy oil & gas"	"trinity environmental swd"
1599985.670000	1059.000000	2018	"oxy oil & gas"	"trinity environmental swd"
248468.530000	50.000000	2017	"oxy oil & gas"	"trinity environmental swd"
371590.170000	42.000000	2016	"oxy oil & gas"	"trinity environmental swd"
5867298.000000	24.000000	2016	"oxy"	"trinity industries"
22123207.000000	27.000000	2014	"oxy"	"trinity industries"
	0.000000	2014	"oxy"	"trinity industries"
	0.000000	2016	"oxy"	"trinity industries"
	0.000000	2015	"oxy"	"trinity industries"
	0.000000	2015	"oxy"	"trinity industries"
52503734.000000	81.000000	2013	"oxy"	"trinity industries"
5269990.000000	11.000000	2013	"oxy"	"trinity industries"
179677.220000	11.000000	2014	"oxy"	"trinity industries leasing co"
3789390.850000	23.000000	2016	"oxy"	"trinity industries leasing co"
504694.220000	14.000000	2015	"oxy"	"trinity industries leasing co"
82650.000000	5.000000	2013	"oxy"	"trinity industries leasing co"
67177.920000	3.000000	2016	"oxy oil & gas"	"trinity oilfield services & rentals"
885364.660000	226.000000	2018	"oxy oil & gas"	"trinity oilfield services & rentals"
514961.310000	121.000000	2017	"oxy oil & gas"	"trinity oilfield services & rentals"
		2015	"oxy oil & gas"	"trinity oilfield services & rentals"
1118145.460000	27.000000	2014	"oxy"	"trinity packaging corp"
1645943.200000	56.000000	2015	"oxy"	"trinity packaging corp"
210713.980000	7.000000	2013	"oxy"	"trinity packaging corp"
483544.860000	13.000000	2016	"oxy"	"trinity packaging corp"
1728225.300000	38.000000	2015	"oxy"	"trinity pipeline lp"
2312407.300000	40.000000	2016	"oxy"	"trinity pipeline lp"
2188924.490000	35.000000	2014	"oxy"	"trinity pipeline lp"
1696372.580000	36.000000	2013	"oxy"	"trinity pipeline lp"
	0.000000	2015	"oxy"	"trinity safety co"
464924.000000	518.000000	2014	"oxy"	"trinity safety co"
	0.000000	2016	"oxy"	"trinity safety co"
698382.500000	162.000000	2013	"oxy"	"trinity safety co"
		2017	"oxy oil & gas"	"trinity steel fabricators"
359555.390000	24.000000	2015	"oxy oil & gas"	"trinity steel fabricators"
		2018	"oxy oil & gas"	"trinity steel fabricators"
		2016	"oxy oil & gas"	"trinity steel fabricators"
14255.590000	7.000000	2017	"oxy oil & gas"	"triple h plastic"
		2016	"oxy oil & gas"	"triple h plastic"
1799.930000	2.000000	2015	"oxy oil & gas"	"triple h plastic"
		2018	"oxy oil & gas"	"triple h plastic"
35098.400000	31.000000	2017	"oxy oil & gas"	"triple j oilfield services"
140986.000000	86.000000	2015	"oxy oil & gas"	"triple j oilfield services"
93370.800000	116.000000	2016	"oxy oil & gas"	"triple j oilfield services"
		2018	"oxy oil & gas"	"triple j oilfield services"
1027135.310000	174.000000	2015	"oxy"	"triple m machine"
1732894.950000	162.000000	2013	"oxy"	"triple m machine"
275645.080000	51.000000	2014	"oxy"	"triple m machine"
390459.380000	51.000000	2016	"oxy"	"triple m machine"
921488.630000	149.000000	2017	"oxy oil & gas"	"triple m machine & mfg"
1403469.890000	284.000000	2018	"oxy oil & gas"	"triple m machine & mfg"
932782.100000	109.000000	2015	"oxy oil & gas"	"triple m machine & mfg"
1142442.340000	213.000000	2016	"oxy oil & gas"	"triple m machine & mfg"
		2017	"oxy oil & gas"	"triple point technology"
259984.520000	4.000000	2015	"oxy oil & gas"	"triple point technology"
		2018	"oxy oil & gas"	"triple point technology"
267784.050000	3.000000	2016	"oxy"	"triple point technology"
259984.520000	4.000000	2015	"oxy"	"triple point technology"
267784.050000	5.000000	2016	"oxy oil & gas"	"triple point technology"
258041.000000	4.000000	2014	"oxy"	"triple point technology"
365411.800000	7.000000	2013	"oxy"	"triple point technology"
282755.610000	19.000000	2013	"oxy"	"triplex service & supply co"
217160.000000	30.000000	2014	"oxy"	"triplex service & supply co"
26135.800000	14.000000	2016	"oxy"	"triplex service & supply co"
600832.000000	45.000000	2015	"oxy"	"triplex service & supply co"
399245.900000	14.000000	2016	"oxy"	"tripp construction"
723066.000000	23.000000	2014	"oxy"	"tripp construction"
677724.000000	31.000000	2017	"oxy oil & gas"	"tripp construction"
269870.000000	7.000000	2018	"oxy oil & gas"	"tripp construction"
63355.000000	12.000000	2016	"oxy oil & gas"	"tripp construction"
873500.000000	20.000000	2015	"oxy oil & gas"	"tripp construction"
852124.500000	43.000000	2013	"oxy"	"tripp construction"
993246.270000	41.000000	2015	"oxy"	"tripp construction"
1242744.140000	2187.000000	2013	"oxy"	"tripple s oilfield & construction"
1674367.060000	1972.000000	2016	"oxy"	"tripple s oilfield & construction"
4226340.750000	3773.000000	2018	"oxy oil & gas"	"tripple s oilfield & construction"
4771927.940000	4083.000000	2017	"oxy oil & gas"	"tripple s oilfield & construction"
6178113.410000	4659.000000	2015	"oxy oil & gas"	"tripple s oilfield & construction"
2336237.580000	2622.000000	2016	"oxy oil & gas"	"tripple s oilfield & construction"
3888815.300000	2936.000000	2014	"oxy"	"tripple s oilfield & construction"
5019335.650000	3954.000000	2015	"oxy"	"tripple s oilfield & construction"
1355.000000	2.000000	2015	"oxy oil & gas"	"tristar"
1475.000000	2.000000	2016	"oxy oil & gas"	"tristar"
700.000000	2.000000	2018	"oxy oil & gas"	"tristar"
1475.000000	2.000000	2017	"oxy oil & gas"	"tristar"
		2016	"oxy oil & gas"	"trisun energy services"
444386.210000	443.000000	2018	"oxy oil & gas"	"trisun energy services"
		2015	"oxy oil & gas"	"trisun energy services"
		2017	"oxy oil & gas"	"trisun energy services"
		2016	"oxy oil & gas"	"trisun energy svcs"
179031.960000	140.000000	2018	"oxy oil & gas"	"trisun energy svcs"
		2015	"oxy oil & gas"	"trisun energy svcs"
29233.030000	59.000000	2017	"oxy oil & gas"	"trisun energy svcs"
	0.000000	2013	"oxy"	"tritex energy a lp"
12759.170000	2.000000	2016	"oxy"	"tritex energy a lp"
	0.000000	2014	"oxy"	"tritex energy a lp"
4421742.400000	13.000000	2015	"oxy"	"tritex energy a lp"
0.000000	2.000000	2016	"oxy oil & gas"	"trnco petroleum corp"
222637.500000	1.000000	2018	"oxy oil & gas"	"trnco petroleum corp"
1685250.000000	3.000000	2013	"oxy"	"trnco petroleum corp"
0.000000	2.000000	2016	"oxy"	"trnco petroleum corp"
2482968.510000	2.000000	2015	"oxy oil & gas"	"trnco petroleum corp"
187250.000000	1.000000	2014	"oxy"	"trnco petroleum corp"
4972237.500000	4.000000	2017	"oxy oil & gas"	"trnco petroleum corp"
2482968.510000	2.000000	2015	"oxy"	"trnco petroleum corp"
	0.000000	2013	"oxy"	"tronox alkali wyoming corp"
	0.000000	2013	"oxy"	"tronox alkali wyoming corp"
	0.000000	2014	"oxy"	"tronox alkali wyoming corp"
	0.000000	2014	"oxy"	"tronox alkali wyoming corp"
1685946.930000	94.000000	2016	"oxy"	"tronox alkali wyoming corp"
432356.100000	44.000000	2015	"oxy"	"tronox alkali wyoming corp"
1833050.840000	94.000000	2015	"oxy"	"tronox alkali wyoming corp"
2645105.260000	128.000000	2016	"oxy"	"tronox alkali wyoming corp"
462.020000	3.000000	2016	"oxy oil & gas"	"trotter construction"
		2017	"oxy oil & gas"	"trotter construction"
		2018	"oxy oil & gas"	"trotter construction"
		2015	"oxy oil & gas"	"trotter construction"
		2016	"oxy oil & gas"	"trucking and contracting services"
960329.290000	83.000000	2018	"oxy oil & gas"	"trucking and contracting services"
		2017	"oxy oil & gas"	"trucking and contracting services"
		2015	"oxy oil & gas"	"trucking and contracting services"
19712407.450000	14652.000000	2013	"oxy"	"truitt oilfield maintenance corp"
	0.000000	2016	"oxy"	"truitt oilfield maintenance corp"
11857603.870000	8458.000000	2014	"oxy"	"truitt oilfield maintenance corp"
	0.000000	2015	"oxy"	"truitt oilfield maintenance corp"
119795.260000	38.000000	2016	"oxy oil & gas"	"trumble crane & rigging"
103858.070000	45.000000	2015	"oxy oil & gas"	"trumble crane & rigging"
601415.060000	92.000000	2018	"oxy oil & gas"	"trumble crane & rigging"
391941.590000	54.000000	2017	"oxy oil & gas"	"trumble crane & rigging"
3233440.750000	967.000000	2013	"oxy"	"tryad service corp"
3504351.030000	1712.000000	2014	"oxy"	"tryad service corp"
	0.000000	2015	"oxy"	"tryad service corp"
	0.000000	2016	"oxy"	"tryad service corp"
		2018	"oxy oil & gas"	"tryer process equipment"
14000.000000	1.000000	2016	"oxy oil & gas"	"tryer process equipment"
615590.000000	3.000000	2017	"oxy oil & gas"	"tryer process equipment"
		2015	"oxy oil & gas"	"tryer process equipment"
		2018	"oxy oil & gas"	"ts enterprise associates"
		2017	"oxy oil & gas"	"ts enterprise associates"
681495.800000	1.000000	2015	"oxy oil & gas"	"ts enterprise associates"
		2016	"oxy oil & gas"	"ts enterprise associates"
386139.200000	367.000000	2016	"oxy"	"tsc logistics"
228932.640000	141.000000	2013	"oxy"	"tsc logistics"
476355.670000	343.000000	2014	"oxy"	"tsc logistics"
398810.770000	356.000000	2015	"oxy"	"tsc logistics"
		2015	"oxy oil & gas"	"tsg distributors"
		2017	"oxy oil & gas"	"tsg distributors"
91093.540000	34.000000	2018	"oxy oil & gas"	"tsg distributors"
		2016	"oxy oil & gas"	"tsg distributors"
6724196.970000	6551.000000	2014	"oxy"	"tsr oilfield rentals"
	0.000000	2016	"oxy"	"tsr oilfield rentals"
1570786.730000	1653.000000	2013	"oxy"	"tsr oilfield rentals"
	0.000000	2015	"oxy"	"tsr oilfield rentals"
1047617.300000	93.000000	2014	"oxy"	"ttx co"
295473.340000	33.000000	2013	"oxy"	"ttx co"
944516.260000	71.000000	2015	"oxy"	"ttx co"
657779.290000	44.000000	2016	"oxy"	"ttx co"
709469.330000	22.000000	2014	"oxy"	"ttx co agent for union pacific"
403357.040000	18.000000	2013	"oxy"	"ttx co agent for union pacific"
612436.550000	25.000000	2015	"oxy"	"ttx co agent for union pacific"
	0.000000	2016	"oxy"	"ttx co agent for union pacific"
		2018	"oxy oil & gas"	"tubel"
		2017	"oxy oil & gas"	"tubel"
38788.000000	3.000000	2015	"oxy oil & gas"	"tubel"
		2016	"oxy oil & gas"	"tubel"
101122.640000	49.000000	2015	"oxy oil & gas"	"tuboscope"
928.980000	4.000000	2017	"oxy oil & gas"	"tuboscope"
33364.340000	10.000000	2016	"oxy oil & gas"	"tuboscope"
		2018	"oxy oil & gas"	"tuboscope"
562579.130000	91.000000	2014	"oxy"	"tubular inspection"
	0.000000	2016	"oxy"	"tubular inspection"
	0.000000	2015	"oxy"	"tubular inspection"
651807.300000	103.000000	2013	"oxy"	"tubular inspection"
		2017	"oxy oil & gas"	"tubular solutions ii"
		2016	"oxy oil & gas"	"tubular solutions ii"
33114.150000	6.000000	2018	"oxy oil & gas"	"tubular solutions ii"
33079.500000	7.000000	2015	"oxy oil & gas"	"tubular solutions ii"
		2016	"oxy oil & gas"	"tucker construction"
		2015	"oxy oil & gas"	"tucker construction"
141.060000	2.000000	2018	"oxy oil & gas"	"tucker construction"
138.300000	2.000000	2017	"oxy oil & gas"	"tucker construction"
		2016	"oxy oil & gas"	"tucker midstream"
		2018	"oxy oil & gas"	"tucker midstream"
4315.000000	4.000000	2015	"oxy oil & gas"	"tucker midstream"
		2017	"oxy oil & gas"	"tucker midstream"
		2016	"oxy oil & gas"	"tulsa heaters"
		2015	"oxy oil & gas"	"tulsa heaters"
4227733.600000	11.000000	2017	"oxy oil & gas"	"tulsa heaters"
1950.000000	1.000000	2018	"oxy oil & gas"	"tulsa heaters"
	0.000000	2014	"oxy"	"tulsa inspection resources"
545421.520000	103.000000	2016	"oxy"	"tulsa inspection resources"
1031793.590000	271.000000	2015	"oxy"	"tulsa inspection resources"
	0.000000	2013	"oxy"	"tulsa inspection resources"
		2018	"oxy oil & gas"	"tulsa tube bending co"
81406.000000	6.000000	2015	"oxy oil & gas"	"tulsa tube bending co"
		2017	"oxy oil & gas"	"tulsa tube bending co"
1396.000000	2.000000	2016	"oxy oil & gas"	"tulsa tube bending co"
		2018	"oxy oil & gas"	"turbine maintenance & plant services"
3238.600000	1.000000	2015	"oxy oil & gas"	"turbine maintenance & plant services"
		2017	"oxy oil & gas"	"turbine maintenance & plant services"
		2016	"oxy oil & gas"	"turbine maintenance & plant services"
296086.240000	531.000000	2018	"oxy oil & gas"	"turbine meters & kits"
597802.400000	1036.000000	2015	"oxy"	"turbine meters & kits"
1364546.500000	2029.000000	2014	"oxy"	"turbine meters & kits"
417490.300000	979.000000	2016	"oxy oil & gas"	"turbine meters & kits"
158410.460000	659.000000	2016	"oxy"	"turbine meters & kits"
436416.470000	670.000000	2017	"oxy oil & gas"	"turbine meters & kits"
515293.690000	1028.000000	2015	"oxy oil & gas"	"turbine meters & kits"
328538.750000	878.000000	2013	"oxy"	"turbine meters & kits"
584247.500000	84.000000	2018	"oxy oil & gas"	"turbochem international"
502049.160000	69.000000	2017	"oxy oil & gas"	"turbochem international"
369444.950000	65.000000	2015	"oxy oil & gas"	"turbochem international"
415505.500000	37.000000	2016	"oxy oil & gas"	"turbochem international"
		2018	"oxy oil & gas"	"turf specialties"
11127.000000	18.000000	2016	"oxy oil & gas"	"turf specialties"
		2015	"oxy oil & gas"	"turf specialties"
		2017	"oxy oil & gas"	"turf specialties"
121363.990000	95.000000	2018	"oxy oil & gas"	"turf specialties"
30056.260000	25.000000	2016	"oxy oil & gas"	"turf specialties"
		2015	"oxy oil & gas"	"turf specialties"
48321.050000	72.000000	2017	"oxy oil & gas"	"turf specialties"
0.000000	7.000000	2016	"oxy oil & gas"	"turnbow welding"
		2018	"oxy oil & gas"	"turnbow welding"
		2017	"oxy oil & gas"	"turnbow welding"
155922.000000	384.000000	2015	"oxy oil & gas"	"turnbow welding"
0.000000	1.000000	2015	"oxy"	"turnco enterprises"
949505.870000	2519.000000	2014	"oxy"	"turnco enterprises"
	0.000000	2016	"oxy"	"turnco enterprises"
340749.620000	931.000000	2013	"oxy"	"turnco enterprises"
		2018	"oxy oil & gas"	"turnco enterprises"
88562.000000	407.000000	2014	"oxy"	"turnco enterprises"
291088.600000	1083.000000	2017	"oxy oil & gas"	"turnco enterprises"
1346577.070000	4336.000000	2015	"oxy"	"turnco enterprises"
1844397.010000	5956.000000	2016	"oxy oil & gas"	"turnco enterprises"
1470137.910000	4899.000000	2015	"oxy oil & gas"	"turnco enterprises"
1144160.150000	3902.000000	2016	"oxy"	"turnco enterprises"
	0.000000	2013	"oxy"	"turnco enterprises"
2316821.300000	4849.000000	2018	"oxy oil & gas"	"turnco supply co"
2049108.620000	4052.000000	2017	"oxy oil & gas"	"turnco supply co"
4172.000000	10.000000	2016	"oxy oil & gas"	"turnco supply co"
		2015	"oxy oil & gas"	"turnco supply co"
25928838.320000	762.000000	2014	"oxy"	"turner industries group"
1438219.060000	105.000000	2015	"oxy"	"turner industries group"
	0.000000	2015	"oxy"	"turner industries group"
2137637.080000	170.000000	2015	"oxy oil & gas"	"turner industries group"
1280464.470000	74.000000	2018	"oxy oil & gas"	"turner industries group"
6521735.900000	300.000000	2013	"oxy"	"turner industries group"
9200353.890000	335.000000	2013	"oxy"	"turner industries group"
293332.480000	15.000000	2017	"oxy oil & gas"	"turner industries group"
	0.000000	2014	"oxy"	"turner industries group"
1946288.610000	143.000000	2014	"oxy"	"turner industries group"
26455102.580000	758.000000	2015	"oxy"	"turner industries group"
784257.530000	136.000000	2016	"oxy oil & gas"	"turner industries group"
17658223.490000	531.000000	2016	"oxy"	"turner industries group"
	0.000000	2016	"oxy"	"turner industries group"
793054.150000	119.000000	2016	"oxy"	"turner industries group"
16923712.040000	542.000000	2013	"oxy"	"turner industries group"
	0.000000	2015	"oxy"	"turner specialty services"
3128947.160000	130.000000	2016	"oxy"	"turner specialty services"
	0.000000	2014	"oxy"	"turner specialty services"
	0.000000	2013	"oxy"	"turner specialty services"
4627458.830000	635.000000	2015	"oxy"	"turner specialty services"
	0.000000	2015	"oxy"	"turner specialty services"
	0.000000	2016	"oxy"	"turner specialty services"
3778080.740000	689.000000	2016	"oxy"	"turner specialty services"
3224139.010000	533.000000	2014	"oxy"	"turner specialty services"
	0.000000	2014	"oxy"	"turner specialty services"
3222495.310000	319.000000	2013	"oxy"	"turner specialty services"
1676361.380000	232.000000	2013	"oxy"	"turner specialty services"
4500.000000	2.000000	2018	"oxy oil & gas"	"turning technologies"
		2015	"oxy oil & gas"	"turning technologies"
4500.000000	2.000000	2017	"oxy oil & gas"	"turning technologies"
2721.480000	2.000000	2016	"oxy oil & gas"	"turning technologies"
908359.410000	2.000000	2014	"oxy"	"tw phillips gas & oil co"
	0.000000	2015	"oxy"	"tw phillips gas & oil co"
	0.000000	2015	"oxy"	"tw phillips gas & oil co"
	0.000000	2014	"oxy"	"tw phillips gas & oil co"
	0.000000	2016	"oxy"	"tw phillips gas & oil co"
