Total_Invoice_Amount	Total_Invoice_Count	Year	Client	Supplier_ref
376630.000000	14.000000	2017	"oxy oil & gas"	"appstek"
4420.200000	31.000000	2016	"oxy oil & gas"	"aprotex corp"
7192.230000	32.000000	2015	"oxy oil & gas"	"aprotex corp"
5400.000000	10.000000	2018	"oxy oil & gas"	"aprotex corp"
1688.750000	14.000000	2017	"oxy oil & gas"	"aprotex corp"
60665.170000	46.000000	2017	"oxy oil & gas"	"aptim environmental & infrastructure"
		2016	"oxy oil & gas"	"aptim environmental & infrastructure"
		2015	"oxy oil & gas"	"aptim environmental & infrastructure"
478066.880000	131.000000	2018	"oxy oil & gas"	"aptim environmental & infrastructure"
	0.000000	2016	"oxy"	"aqueos corp"
122019.000000	4.000000	2014	"oxy"	"aqueos corp"
968104.000000	5.000000	2013	"oxy"	"aqueos corp"
	0.000000	2015	"oxy"	"aqueos corp"
24274.960000	7.000000	2016	"oxy"	"aquilex hydrochem"
651740.440000	84.000000	2014	"oxy"	"aquilex hydrochem"
41024.270000	6.000000	2015	"oxy"	"aquilex hydrochem"
804800.610000	57.000000	2013	"oxy"	"aquilex hydrochem"
262009.860000	321.000000	2014	"oxy"	"aramark refreshment services"
221439.810000	499.000000	2016	"oxy"	"aramark refreshment services"
351902.000000	572.000000	2015	"oxy"	"aramark refreshment services"
286417.610000	403.000000	2013	"oxy"	"aramark refreshment services"
420502.660000	659.000000	2015	"oxy oil & gas"	"aramark refreshment svc"
328765.720000	791.000000	2016	"oxy oil & gas"	"aramark refreshment svc"
418476.660000	647.000000	2018	"oxy oil & gas"	"aramark refreshment svc"
371328.840000	951.000000	2017	"oxy oil & gas"	"aramark refreshment svc"
8984.630000	8.000000	2015	"oxy oil & gas"	"aranda and associates"
		2018	"oxy oil & gas"	"aranda and associates"
		2017	"oxy oil & gas"	"aranda and associates"
6611.000000	4.000000	2016	"oxy oil & gas"	"aranda and associates"
1432981.380000	241.000000	2014	"oxy"	"arapahoe oilfield services"
	0.000000	2016	"oxy"	"arapahoe oilfield services"
3644183.460000	526.000000	2015	"oxy"	"arapahoe oilfield services"
1540849.920000	903.000000	2013	"oxy"	"arapahoe oilfield services"
31164.580000	4.000000	2014	"oxy"	"arapahoe oilfield services"
5954840.870000	2379.000000	2015	"oxy oil & gas"	"arapahoe oilfield services"
	0.000000	2016	"oxy"	"arapahoe oilfield services"
		2018	"oxy oil & gas"	"arapahoe oilfield services"
0.000000	58.000000	2016	"oxy oil & gas"	"arapahoe oilfield services"
1042287.700000	282.000000	2015	"oxy"	"arapahoe oilfield services"
		2017	"oxy oil & gas"	"arapahoe oilfield services"
	0.000000	2013	"oxy"	"arapahoe oilfield services"
	0.000000	2015	"oxy"	"arb"
8484334.660000	70.000000	2014	"oxy"	"arb"
	0.000000	2016	"oxy"	"arb"
26190800.700000	165.000000	2013	"oxy"	"arb"
		2017	"oxy oil & gas"	"arc energy equipment"
		2015	"oxy oil & gas"	"arc energy equipment"
		2016	"oxy oil & gas"	"arc energy equipment"
800403.000000	19.000000	2018	"oxy oil & gas"	"arc energy equipment"
		2017	"oxy oil & gas"	"arc fluid technologies"
		2018	"oxy oil & gas"	"arc fluid technologies"
6717.280000	1.000000	2016	"oxy oil & gas"	"arc fluid technologies"
		2015	"oxy oil & gas"	"arc fluid technologies"
129373.790000	297.000000	2017	"oxy oil & gas"	"arc pressure data"
69600.370000	149.000000	2018	"oxy oil & gas"	"arc pressure data"
3070.850000	19.000000	2016	"oxy oil & gas"	"arc pressure data"
5096.890000	10.000000	2015	"oxy oil & gas"	"arc pressure data"
103892.880000	11.000000	2013	"oxy"	"arcadis us"
177866.310000	15.000000	2018	"oxy oil & gas"	"arcadis us"
	0.000000	2016	"oxy"	"arcadis us"
	0.000000	2016	"oxy"	"arcadis us"
55203.120000	2.000000	2016	"oxy oil & gas"	"arcadis us"
867954.410000	20.000000	2014	"oxy"	"arcadis us"
2756939.430000	86.000000	2013	"oxy"	"arcadis us"
1233838.040000	161.000000	2016	"oxy"	"arcadis us"
72584.050000	11.000000	2017	"oxy oil & gas"	"arcadis us"
2425390.410000	229.000000	2015	"oxy"	"arcadis us"
	0.000000	2015	"oxy"	"arcadis us"
103527.870000	9.000000	2015	"oxy"	"arcadis us"
3461450.900000	209.000000	2014	"oxy"	"arcadis us"
	0.000000	2014	"oxy"	"arcadis us"
4507715.670000	109.000000	2013	"oxy"	"arcadis us"
126865.140000	11.000000	2015	"oxy oil & gas"	"arcadis us"
2721508.690000	18.000000	2016	"oxy"	"archer & grainer"
3988500.080000	31.000000	2015	"oxy"	"archer & grainer"
436932.380000	24.000000	2013	"oxy"	"archer & grainer"
1901847.000000	36.000000	2014	"oxy"	"archer & grainer"
5788641.830000	2607.000000	2013	"oxy"	"archer wireline"
8573933.300000	3934.000000	2014	"oxy"	"archer wireline"
5070509.780000	2650.000000	2015	"oxy"	"archer wireline"
2104810.300000	1085.000000	2016	"oxy"	"archer wireline"
1417946.980000	741.000000	2016	"oxy oil & gas"	"archer wireline"
6265595.830000	3062.000000	2015	"oxy oil & gas"	"archer wireline"
		2017	"oxy oil & gas"	"archer wireline"
		2018	"oxy oil & gas"	"archer wireline"
		2016	"oxy oil & gas"	"archrock partners operating"
		2015	"oxy oil & gas"	"archrock partners operating"
		2017	"oxy oil & gas"	"archrock partners operating"
75000.000000	2.000000	2018	"oxy oil & gas"	"archrock partners operating"
36783.240000	2.000000	2014	"oxy"	"archrock services lp"
		2015	"oxy oil & gas"	"archrock services lp"
570459.780000	133.000000	2015	"oxy"	"archrock services lp"
5275940.870000	962.000000	2016	"oxy"	"archrock services lp"
	0.000000	2013	"oxy"	"archrock services lp"
9327306.290000	1420.000000	2016	"oxy oil & gas"	"archrock services lp"
9587951.110000	2515.000000	2017	"oxy oil & gas"	"archrock services lp"
9821880.680000	3177.000000	2018	"oxy oil & gas"	"archrock services lp"
		2017	"oxy oil & gas"	"arctic energy services"
		2018	"oxy oil & gas"	"arctic energy services"
1435571.090000	24.000000	2015	"oxy oil & gas"	"arctic energy services"
		2016	"oxy oil & gas"	"arctic energy services"
805583.790000	27.000000	2014	"oxy"	"arctic oilfield services"
	0.000000	2013	"oxy"	"arctic oilfield services"
	0.000000	2016	"oxy"	"arctic oilfield services"
1302638.250000	22.000000	2015	"oxy"	"arctic oilfield services"
25116568.690000	13701.000000	2014	"oxy"	"ardent companies"
	0.000000	2015	"oxy"	"ardent companies"
	0.000000	2016	"oxy"	"ardent companies"
21427575.620000	8212.000000	2013	"oxy"	"ardent companies"
2411634.240000	573.000000	2014	"oxy"	"ardent services"
789689.190000	357.000000	2015	"oxy oil & gas"	"ardent services"
465779.320000	241.000000	2015	"oxy"	"ardent services"
	0.000000	2016	"oxy"	"ardent services"
2610662.520000	767.000000	2013	"oxy"	"ardent services"
		2018	"oxy oil & gas"	"ardent services"
		2016	"oxy oil & gas"	"ardent services"
		2017	"oxy oil & gas"	"ardent services"
		2015	"oxy oil & gas"	"argen polymer"
		2016	"oxy oil & gas"	"argen polymer"
700.000000	2.000000	2018	"oxy oil & gas"	"argen polymer"
2960.000000	6.000000	2017	"oxy oil & gas"	"argen polymer"
565377.180000	88.000000	2014	"oxy"	"argo chemical"
	0.000000	2015	"oxy"	"argo chemical"
	0.000000	2016	"oxy"	"argo chemical"
751141.980000	113.000000	2013	"oxy"	"argo chemical"
589848.730000	429.000000	2014	"oxy"	"argo international corp"
447186.670000	371.000000	2015	"oxy"	"argo international corp"
727588.970000	442.000000	2016	"oxy"	"argo international corp"
256109.700000	178.000000	2013	"oxy"	"argo international corp"
239251.790000	217.000000	2015	"oxy oil & gas"	"arguindegui oil co ii"
201739.640000	160.000000	2016	"oxy oil & gas"	"arguindegui oil co ii"
		2018	"oxy oil & gas"	"arguindegui oil co ii"
81617.440000	82.000000	2017	"oxy oil & gas"	"arguindegui oil co ii"
		2016	"oxy oil & gas"	"argus media"
		2015	"oxy oil & gas"	"argus media"
35000.000000	2.000000	2018	"oxy oil & gas"	"argus media"
		2017	"oxy oil & gas"	"argus media"
357000.000000	3.000000	2016	"oxy oil & gas"	"ariba"
483825.750000	18.000000	2018	"oxy oil & gas"	"ariba"
		2017	"oxy oil & gas"	"ariba"
		2015	"oxy oil & gas"	"ariba"
336036.190000	65.000000	2014	"oxy"	"aries well service"
561107.770000	86.000000	2015	"oxy oil & gas"	"aries well service"
373781.990000	61.000000	2015	"oxy"	"aries well service"
214086.270000	38.000000	2016	"oxy oil & gas"	"aries well service"
477833.130000	61.000000	2013	"oxy"	"aries well service"
156771.270000	27.000000	2016	"oxy"	"aries well service"
135089.450000	18.000000	2017	"oxy oil & gas"	"aries well service"
		2018	"oxy oil & gas"	"aries well service"
		2015	"oxy oil & gas"	"arista materials & consulting"
		2016	"oxy oil & gas"	"arista materials & consulting"
15550.000000	1.000000	2017	"oxy oil & gas"	"arista materials & consulting"
16480.000000	1.000000	2018	"oxy oil & gas"	"arista materials & consulting"
1043205.800000	60.000000	2014	"oxy"	"arkema"
	0.000000	2014	"oxy"	"arkema"
	0.000000	2015	"oxy"	"arkema"
1349490.050000	66.000000	2013	"oxy"	"arkema"
1013816.740000	48.000000	2013	"oxy"	"arkema"
547204.070000	31.000000	2015	"oxy"	"arkema"
	0.000000	2016	"oxy"	"arkema"
494788.120000	29.000000	2016	"oxy"	"arkema"
8956.320000	2.000000	2015	"oxy oil & gas"	"arkos field services lp"
		2016	"oxy oil & gas"	"arkos field services lp"
		2017	"oxy oil & gas"	"arkos field services lp"
25288.120000	1.000000	2018	"oxy oil & gas"	"arkos field services lp"
3696620.940000	12.000000	2014	"oxy"	"arm energy management"
	0.000000	2013	"oxy"	"arm energy management"
1817041.640000	13.000000	2016	"oxy"	"arm energy management"
	0.000000	2015	"oxy"	"arm energy management"
12108065.910000	706.000000	2014	"oxy"	"armand products co"
	0.000000	2014	"oxy"	"armand products co"
	0.000000	2016	"oxy"	"armand products co"
5402218.400000	377.000000	2016	"oxy"	"armand products co"
6593995.250000	396.000000	2015	"oxy"	"armand products co"
7611159.840000	431.000000	2013	"oxy"	"armand products co"
	0.000000	2015	"oxy"	"armand products co"
8701004.230000	510.000000	2013	"oxy"	"armand products co"
		2017	"oxy oil & gas"	"armor pipeline & production technology"
373.000000	1.000000	2015	"oxy oil & gas"	"armor pipeline & production technology"
		2018	"oxy oil & gas"	"armor pipeline & production technology"
		2016	"oxy oil & gas"	"armor pipeline & production technology"
802653.090000	100.000000	2018	"oxy oil & gas"	"arrow construction co"
795895.040000	108.000000	2017	"oxy oil & gas"	"arrow construction co"
291275.230000	33.000000	2016	"oxy oil & gas"	"arrow construction co"
		2015	"oxy oil & gas"	"arrow construction co"
5971205.800000	121.000000	2014	"oxy"	"arrow land group"
7388165.690000	106.000000	2013	"oxy"	"arrow land group"
	0.000000	2015	"oxy"	"arrow land group"
	0.000000	2016	"oxy"	"arrow land group"
6208.460000	1.000000	2017	"oxy oil & gas"	"arthur r konopaske"
		2018	"oxy oil & gas"	"arthur r konopaske"
		2016	"oxy oil & gas"	"arthur r konopaske"
		2015	"oxy oil & gas"	"arthur r konopaske"
57044.400000	33.000000	2018	"oxy oil & gas"	"articulate global"
5592.000000	8.000000	2016	"oxy oil & gas"	"articulate global"
48930.000000	41.000000	2017	"oxy oil & gas"	"articulate global"
6710.400000	9.000000	2015	"oxy oil & gas"	"articulate global"
		2016	"oxy oil & gas"	"artificial lift performance"
		2017	"oxy oil & gas"	"artificial lift performance"
		2018	"oxy oil & gas"	"artificial lift performance"
8110.160000	1.000000	2015	"oxy oil & gas"	"artificial lift performance"
494331.780000	4.000000	2017	"oxy oil & gas"	"artificial lift performance"
236350.000000	3.000000	2018	"oxy oil & gas"	"artificial lift performance"
174822.000000	4.000000	2015	"oxy oil & gas"	"artificial lift performance"
228000.000000	2.000000	2016	"oxy oil & gas"	"artificial lift performance"
86313.020000	21.000000	2018	"oxy oil & gas"	"asbestos removal"
14384.450000	2.000000	2016	"oxy oil & gas"	"asbestos removal"
35119.180000	16.000000	2015	"oxy oil & gas"	"asbestos removal"
22890.620000	15.000000	2017	"oxy oil & gas"	"asbestos removal"
1791704.780000	18.000000	2014	"oxy"	"ascension parish sales tax"
	0.000000	2014	"oxy"	"ascension parish sales tax"
1042328.010000	7.000000	2013	"oxy"	"ascension parish sales tax"
608108.740000	5.000000	2013	"oxy"	"ascension parish sales tax"
	0.000000	2015	"oxy"	"ascension parish sales tax"
1975691.570000	12.000000	2015	"oxy"	"ascension parish sales tax"
1621889.780000	10.000000	2016	"oxy"	"ascension parish sales tax"
	0.000000	2016	"oxy"	"ascension parish sales tax"
2980300.440000	1.000000	2014	"oxy"	"ascension parish tax"
3203986.560000	1.000000	2013	"oxy"	"ascension parish tax"
2880324.530000	1.000000	2015	"oxy"	"ascension parish tax"
	0.000000	2016	"oxy"	"ascension parish tax"
108024.490000	42.000000	2016	"oxy oil & gas"	"ascension strategies"
143098.760000	38.000000	2017	"oxy oil & gas"	"ascension strategies"
297919.850000	17.000000	2015	"oxy oil & gas"	"ascension strategies"
264332.200000	40.000000	2018	"oxy oil & gas"	"ascension strategies"
9618.000000	2.000000	2015	"oxy oil & gas"	"asco services"
		2016	"oxy oil & gas"	"asco services"
		2017	"oxy oil & gas"	"asco services"
		2018	"oxy oil & gas"	"asco services"
532471.180000	276.000000	2015	"oxy oil & gas"	"asel surveying"
461142.240000	416.000000	2018	"oxy oil & gas"	"asel surveying"
429641.390000	408.000000	2017	"oxy oil & gas"	"asel surveying"
508741.170000	404.000000	2016	"oxy oil & gas"	"asel surveying"
		2015	"oxy oil & gas"	"asi sign systems"
846.860000	2.000000	2018	"oxy oil & gas"	"asi sign systems"
6494.900000	12.000000	2017	"oxy oil & gas"	"asi sign systems"
2048.010000	8.000000	2016	"oxy oil & gas"	"asi sign systems"
220200.000000	6.000000	2018	"oxy oil & gas"	"aspen refrigerants"
		2016	"oxy oil & gas"	"aspen refrigerants"
		2015	"oxy oil & gas"	"aspen refrigerants"
		2017	"oxy oil & gas"	"aspen refrigerants"
960735.880000	15.000000	2014	"oxy"	"aspen technology"
821727.330000	9.000000	2018	"oxy oil & gas"	"aspen technology"
747555.630000	11.000000	2017	"oxy oil & gas"	"aspen technology"
787058.240000	15.000000	2016	"oxy oil & gas"	"aspen technology"
849159.070000	5.000000	2013	"oxy"	"aspen technology"
725162.240000	13.000000	2016	"oxy"	"aspen technology"
776098.340000	11.000000	2015	"oxy oil & gas"	"aspen technology"
837994.340000	10.000000	2015	"oxy"	"aspen technology"
69820.000000	121.000000	2018	"oxy oil & gas"	"assisted energy"
104415.000000	181.000000	2017	"oxy oil & gas"	"assisted energy"
70470.000000	106.000000	2016	"oxy oil & gas"	"assisted energy"
145650.000000	114.000000	2015	"oxy oil & gas"	"assisted energy"
	0.000000	2014	"oxy"	"associated substation engineering"
3746095.170000	18.000000	2013	"oxy"	"associated substation engineering"
	0.000000	2016	"oxy"	"associated substation engineering"
	0.000000	2015	"oxy"	"associated substation engineering"
866325.370000	948.000000	2014	"oxy"	"associated supply co"
731742.490000	413.000000	2018	"oxy oil & gas"	"associated supply co"
827779.880000	655.000000	2017	"oxy oil & gas"	"associated supply co"
511075.840000	644.000000	2016	"oxy oil & gas"	"associated supply co"
1364708.490000	1124.000000	2013	"oxy"	"associated supply co"
300403.360000	389.000000	2016	"oxy"	"associated supply co"
641598.560000	781.000000	2015	"oxy oil & gas"	"associated supply co"
605212.650000	778.000000	2015	"oxy"	"associated supply co"
345956.710000	1.000000	2015	"oxy"	"assumption parish tax collector"
	0.000000	2016	"oxy"	"assumption parish tax collector"
65355.300000	1.000000	2013	"oxy"	"assumption parish tax collector"
2365659.520000	3.000000	2014	"oxy"	"assumption parish tax collector"
283248.500000	3.000000	2017	"oxy oil & gas"	"assure oilfield testing"
84596.200000	5.000000	2018	"oxy oil & gas"	"assure oilfield testing"
		2016	"oxy oil & gas"	"assure oilfield testing"
		2015	"oxy oil & gas"	"assure oilfield testing"
818792.790000	902.000000	2014	"oxy"	"asta construction co"
	0.000000	2016	"oxy"	"asta construction co"
1042582.770000	1145.000000	2013	"oxy"	"asta construction co"
	0.000000	2015	"oxy"	"asta construction co"
2124736.600000	2250.000000	2014	"oxy"	"at&t"
1927307.620000	1404.000000	2015	"oxy"	"at&t"
1952380.940000	1169.000000	2016	"oxy"	"at&t"
2030197.770000	2569.000000	2013	"oxy"	"at&t"
		2018	"oxy oil & gas"	"at&t global services"
64720.500000	9.000000	2016	"oxy oil & gas"	"at&t global services"
112867.390000	18.000000	2015	"oxy oil & gas"	"at&t global services"
		2017	"oxy oil & gas"	"at&t global services"
2815633.180000	309.000000	2014	"oxy"	"at&t mobility"
2384699.380000	248.000000	2015	"oxy"	"at&t mobility"
343026.790000	184.000000	2016	"oxy"	"at&t mobility"
2808852.040000	369.000000	2013	"oxy"	"at&t mobility"
3615.410000	7.000000	2014	"oxy"	"atchafalaya measurement"
403523.470000	569.000000	2016	"oxy oil & gas"	"atchafalaya measurement"
696449.850000	697.000000	2015	"oxy"	"atchafalaya measurement"
694046.960000	840.000000	2016	"oxy"	"atchafalaya measurement"
1503185.450000	2305.000000	2018	"oxy oil & gas"	"atchafalaya measurement"
1406349.010000	1481.000000	2017	"oxy oil & gas"	"atchafalaya measurement"
	0.000000	2013	"oxy"	"atchafalaya measurement"
		2015	"oxy oil & gas"	"atchafalaya measurement"
3167555.250000	101.000000	2014	"oxy"	"atec steel"
1697846.560000	37.000000	2015	"oxy oil & gas"	"atec steel"
		2018	"oxy oil & gas"	"atec steel"
734580.410000	29.000000	2015	"oxy"	"atec steel"
3279329.110000	33.000000	2013	"oxy"	"atec steel"
1172407.780000	36.000000	2016	"oxy oil & gas"	"atec steel"
234889.040000	12.000000	2017	"oxy oil & gas"	"atec steel"
872026.030000	23.000000	2016	"oxy"	"atec steel"
304532.780000	1.000000	2014	"oxy"	"athlon energy operating"
2303989.060000	8.000000	2013	"oxy"	"athlon energy operating"
	0.000000	2015	"oxy"	"athlon energy operating"
	0.000000	2016	"oxy"	"athlon energy operating"
5818788.280000	17.000000	2014	"oxy"	"athlon holdings lp"
	0.000000	2013	"oxy"	"athlon holdings lp"
	0.000000	2015	"oxy"	"athlon holdings lp"
	0.000000	2016	"oxy"	"athlon holdings lp"
334229.830000	89.000000	2014	"oxy"	"athlon solutions"
74952.190000	22.000000	2013	"oxy"	"athlon solutions"
1125393.790000	222.000000	2016	"oxy"	"athlon solutions"
527722.420000	107.000000	2015	"oxy"	"athlon solutions"
1000653.270000	27.000000	2013	"oxy"	"atlantic aviation"
	0.000000	2016	"oxy"	"atlantic aviation"
0.000000	4.000000	2014	"oxy"	"atlantic aviation"
	0.000000	2015	"oxy"	"atlantic aviation"
	0.000000	2016	"oxy"	"atlantic plant services"
1177501.180000	44.000000	2014	"oxy"	"atlantic plant services"
243404.410000	13.000000	2013	"oxy"	"atlantic plant services"
39421.110000	7.000000	2015	"oxy"	"atlantic plant services"
584054.450000	5.000000	2014	"oxy"	"atlantic trading & marketing"
	0.000000	2016	"oxy"	"atlantic trading & marketing"
1713831.620000	6.000000	2013	"oxy"	"atlantic trading & marketing"
	0.000000	2015	"oxy"	"atlantic trading & marketing"
186309.650000	57.000000	2015	"oxy oil & gas"	"atlas coo compressors"
179255.720000	53.000000	2018	"oxy oil & gas"	"atlas coo compressors"
292713.100000	61.000000	2016	"oxy oil & gas"	"atlas coo compressors"
135272.450000	70.000000	2017	"oxy oil & gas"	"atlas coo compressors"
		2018	"oxy oil & gas"	"atlas coo mafi trench company"
0.000000	1.000000	2017	"oxy oil & gas"	"atlas coo mafi trench company"
		2016	"oxy oil & gas"	"atlas coo mafi trench company"
		2015	"oxy oil & gas"	"atlas coo mafi trench company"
485109.270000	68.000000	2015	"oxy"	"atlas coo rental"
622441.250000	82.000000	2014	"oxy"	"atlas coo rental"
200783.700000	23.000000	2013	"oxy"	"atlas coo rental"
560108.820000	62.000000	2016	"oxy"	"atlas coo rental"
	0.000000	2016	"oxy"	"atlas crane and rigging"
3333816.450000	4276.000000	2014	"oxy"	"atlas crane and rigging"
	0.000000	2015	"oxy"	"atlas crane and rigging"
2782359.070000	3852.000000	2013	"oxy"	"atlas crane and rigging"
		2017	"oxy oil & gas"	"atlas energy solutions"
1604716.540000	391.000000	2018	"oxy oil & gas"	"atlas energy solutions"
		2015	"oxy oil & gas"	"atlas energy solutions"
		2016	"oxy oil & gas"	"atlas energy solutions"
		2017	"oxy oil & gas"	"atlas hose & gasket co"
		2018	"oxy oil & gas"	"atlas hose & gasket co"
913.600000	1.000000	2015	"oxy oil & gas"	"atlas hose & gasket co"
		2016	"oxy oil & gas"	"atlas hose & gasket co"
		2016	"oxy oil & gas"	"atlas inspection technologies"
		2015	"oxy oil & gas"	"atlas inspection technologies"
28283.400000	1.000000	2017	"oxy oil & gas"	"atlas inspection technologies"
87716.760000	2.000000	2018	"oxy oil & gas"	"atlas inspection technologies"
114411.800000	44.000000	2018	"oxy oil & gas"	"atlas rearden"
113164.420000	55.000000	2017	"oxy oil & gas"	"atlas rearden"
42372.020000	10.000000	2016	"oxy oil & gas"	"atlas rearden"
		2015	"oxy oil & gas"	"atlas rearden"
456220.630000	185.000000	2015	"oxy"	"atmos energy"
461350.920000	168.000000	2016	"oxy"	"atmos energy"
728147.520000	248.000000	2014	"oxy"	"atmos energy"
505949.540000	259.000000	2013	"oxy"	"atmos energy"
2070490.000000	21.000000	2013	"oxy"	"atom solutions"
	0.000000	2015	"oxy"	"atom solutions"
	0.000000	2016	"oxy"	"atom solutions"
3653984.670000	61.000000	2014	"oxy"	"atom solutions"
1283549.550000	15.000000	2014	"oxy"	"aubrey silvey enterprises"
3699523.500000	16.000000	2013	"oxy"	"aubrey silvey enterprises"
	0.000000	2016	"oxy"	"aubrey silvey enterprises"
	0.000000	2015	"oxy"	"aubrey silvey enterprises"
		2017	"oxy oil & gas"	"audubon field solutions"
		2018	"oxy oil & gas"	"audubon field solutions"
		2016	"oxy oil & gas"	"audubon field solutions"
	0.000000	2013	"oxy"	"audubon field solutions"
1600000.000000	3.000000	2015	"oxy oil & gas"	"audubon field solutions"
	0.000000	2016	"oxy"	"audubon field solutions"
14841.940000	1.000000	2014	"oxy"	"audubon field solutions"
1312068.700000	23.000000	2015	"oxy"	"audubon field solutions"
		2017	"oxy oil & gas"	"aupec"
		2018	"oxy oil & gas"	"aupec"
37000.000000	3.000000	2015	"oxy oil & gas"	"aupec"
15000.000000	4.000000	2016	"oxy oil & gas"	"aupec"
1623513.480000	205.000000	2016	"oxy"	"austin industrial services lp"
630667.600000	128.000000	2013	"oxy"	"austin industrial services lp"
1334199.530000	166.000000	2014	"oxy"	"austin industrial services lp"
1273625.800000	195.000000	2015	"oxy"	"austin industrial services lp"
180488.740000	42.000000	2013	"oxy"	"austin maintenance & construction"
250428.500000	101.000000	2014	"oxy"	"austin maintenance & construction"
528519.760000	200.000000	2016	"oxy"	"austin maintenance & construction"
317031.590000	115.000000	2015	"oxy"	"austin maintenance & construction"
		2017	"oxy oil & gas"	"automatic pump & equipment company"
22302.470000	1.000000	2018	"oxy oil & gas"	"automatic pump & equipment company"
		2016	"oxy oil & gas"	"automatic pump & equipment company"
		2015	"oxy oil & gas"	"automatic pump & equipment company"
368894.800000	40.000000	2016	"oxy"	"automation & control"
216760.000000	17.000000	2013	"oxy"	"automation & control"
343528.640000	76.000000	2014	"oxy"	"automation & control"
196914.770000	54.000000	2015	"oxy"	"automation & control"
13842.590000	8.000000	2017	"oxy oil & gas"	"automation electronics"
50990.350000	371.000000	2015	"oxy oil & gas"	"automation electronics"
50147.900000	344.000000	2016	"oxy oil & gas"	"automation electronics"
8400.000000	1.000000	2018	"oxy oil & gas"	"automation electronics"
10990.000000	2.000000	2015	"oxy oil & gas"	"automation solutions"
		2018	"oxy oil & gas"	"automation solutions"
		2017	"oxy oil & gas"	"automation solutions"
		2016	"oxy oil & gas"	"automation solutions"
78442.120000	85.000000	2015	"oxy oil & gas"	"automation x corp"
20940.050000	82.000000	2018	"oxy oil & gas"	"automation x corp"
87198.790000	34.000000	2016	"oxy oil & gas"	"automation x corp"
26980.130000	23.000000	2017	"oxy oil & gas"	"automation x corp"
0.000000	3.000000	2015	"oxy oil & gas"	"autonomy"
		2018	"oxy oil & gas"	"autonomy"
		2016	"oxy oil & gas"	"autonomy"
		2017	"oxy oil & gas"	"autonomy"
		2015	"oxy oil & gas"	"avanade"
		2016	"oxy oil & gas"	"avanade"
20000.000000	1.000000	2017	"oxy oil & gas"	"avanade"
		2018	"oxy oil & gas"	"avanade"
1490.000000	2.000000	2015	"oxy oil & gas"	"avangate bv"
10000.000000	2.000000	2017	"oxy oil & gas"	"avangate bv"
		2016	"oxy oil & gas"	"avangate bv"
		2018	"oxy oil & gas"	"avangate bv"
	0.000000	2016	"oxy"	"avanti environmental"
994478.470000	653.000000	2013	"oxy"	"avanti environmental"
583492.810000	431.000000	2014	"oxy"	"avanti environmental"
	0.000000	2015	"oxy"	"avanti environmental"
12292.560000	12.000000	2015	"oxy oil & gas"	"avatar systems"
12292.560000	24.000000	2017	"oxy oil & gas"	"avatar systems"
12292.560000	27.000000	2016	"oxy oil & gas"	"avatar systems"
12214.490000	22.000000	2018	"oxy oil & gas"	"avatar systems"
93694.200000	7.000000	2016	"oxy oil & gas"	"avepoint"
111062.000000	7.000000	2015	"oxy oil & gas"	"avepoint"
66738.640000	6.000000	2017	"oxy oil & gas"	"avepoint"
66186.000000	6.000000	2018	"oxy oil & gas"	"avepoint"
		2015	"oxy oil & gas"	"aveva software"
		2016	"oxy oil & gas"	"aveva software"
94357.800000	3.000000	2018	"oxy oil & gas"	"aveva software"
		2017	"oxy oil & gas"	"aveva software"
291045.370000	8.000000	2016	"oxy"	"avf ii"
201875.000000	5.000000	2013	"oxy"	"avf ii"
536975.000000	17.000000	2014	"oxy"	"avf ii"
408397.630000	12.000000	2015	"oxy"	"avf ii"
559395.320000	132.000000	2017	"oxy oil & gas"	"aviat us"
1367853.660000	134.000000	2018	"oxy oil & gas"	"aviat us"
919131.470000	95.000000	2016	"oxy oil & gas"	"aviat us"
470460.650000	191.000000	2015	"oxy oil & gas"	"aviat us"
77436.500000	11.000000	2015	"oxy oil & gas"	"avineon"
		2018	"oxy oil & gas"	"avineon"
		2016	"oxy oil & gas"	"avineon"
		2017	"oxy oil & gas"	"avineon"
625119.220000	20.000000	2014	"oxy"	"avis"
90874.670000	11.000000	2016	"oxy"	"avis"
651238.290000	25.000000	2013	"oxy"	"avis"
297553.660000	13.000000	2015	"oxy"	"avis"
5101769.300000	26.000000	2013	"oxy"	"avista corp"
	0.000000	2016	"oxy"	"avista corp"
4950775.600000	34.000000	2014	"oxy"	"avista corp"
	0.000000	2015	"oxy"	"avista corp"
	0.000000	2016	"oxy"	"avista utilities"
1481270.450000	20.000000	2013	"oxy"	"avista utilities"
	0.000000	2015	"oxy"	"avista utilities"
	0.000000	2014	"oxy"	"avista utilities"
0.000000	1.000000	2016	"oxy"	"avs backhoe services"
352759.910000	534.000000	2013	"oxy"	"avs backhoe services"
750117.670000	15.000000	2015	"oxy"	"avs backhoe services"
1535781.880000	1631.000000	2014	"oxy"	"avs backhoe services"
3761239.140000	3635.000000	2015	"oxy"	"avs backhoe services"
3999128.550000	3872.000000	2015	"oxy oil & gas"	"avs backhoe services"
30073.200000	113.000000	2014	"oxy"	"avs backhoe services"
1704522.520000	1356.000000	2016	"oxy oil & gas"	"avs backhoe services"
1749.000000	1.000000	2013	"oxy"	"avs backhoe services"
1472749.030000	1068.000000	2016	"oxy"	"avs backhoe services"
2556304.330000	570.000000	2018	"oxy oil & gas"	"avs backhoe services"
2562018.390000	677.000000	2017	"oxy oil & gas"	"avs backhoe services"
